0.0,-4.697424,-7.541735,4.098873,3.0,1.0,0.0,0.0,0.0,0.0
1.31025E8,-2.719813,-5.2049947,8.025364,3.0,1.0,0.0,0.0,0.0,0.0
2.31575208E8,-3.289633,-4.247314,8.738836,3.0,1.0,0.0,0.0,0.0,0.0
3.53673437E8,-3.2704794,-3.2130187,8.532935,3.0,1.0,0.0,0.0,0.0,0.0
4.5355875E8,-3.193865,-2.8491,9.002198,3.0,1.0,0.0,0.0,0.0,0.0
5.5199E8,-3.3087866,-1.1300632,9.3421755,3.0,1.0,0.0,0.0,0.0,0.0
6.778775E8,-3.107674,-0.80445176,9.136273,3.0,1.0,0.0,0.0,0.0,0.0
7.77632448E8,-3.169923,-0.59376204,9.208099,3.0,1.0,0.0,0.0,0.0,0.0
8.94248177E8,-3.0933087,-0.019153614,9.23683,3.0,1.0,0.0,0.0,0.0,0.0
1.013851718E9,-2.96881,0.29688102,9.23683,3.0,1.0,0.0,0.0,0.0,0.0
1.118489166E9,-2.9161377,0.38307226,9.3421755,3.0,1.0,0.0,0.0,0.0,0.0
1.235598541E9,-2.8538885,0.320823,9.32781,3.0,1.0,0.0,0.0,0.0,0.0
1.358340833E9,-2.743755,0.37828386,9.255983,3.0,1.0,0.0,0.0,0.0,0.0
1.478886927E9,-2.705448,0.36870706,9.26556,3.0,1.0,0.0,0.0,0.0,0.0
1.598957395E9,-2.7964275,0.40701428,9.524135,3.0,1.0,0.0,0.0,0.0,0.0
1.698148854E9,-0.046728518,-0.04248047,0.07327881,3.0,4.0,0.0,0.0,0.0,0.0
1.797292603E9,-0.0637207,-0.02442627,0.087084964,3.0,4.0,0.0,0.0,0.0,0.0
1.898521301E9,0.010620117,-0.015930176,0.09133301,3.0,4.0,0.0,0.0,0.0,0.0
1.99858052E9,-0.04991455,-0.029736329,0.118945315,3.0,4.0,0.0,0.0,0.0,0.0
2.119550416E9,0.02442627,-0.011682129,0.10513916,3.0,4.0,0.0,0.0,0.0,0.0
2.238263593E9,-0.04248047,-0.009558106,0.0998291,3.0,4.0,0.0,0.0,0.0,0.0
2.338493489E9,-0.045666505,-0.010620117,0.07752686,3.0,4.0,0.0,0.0,0.0,0.0
2.414326301E9,-2.7389667,0.05746084,9.390059,3.0,1.0,0.0,0.0,0.0,0.0
2.519439374E9,-2.8299465,0.11971009,9.404425,3.0,1.0,0.0,0.0,0.0,0.0
2.640066822E9,-2.825158,-0.1436521,9.303867,3.0,1.0,0.0,0.0,0.0,0.0
2.759736926E9,-2.6623523,-0.22505496,9.399636,3.0,1.0,0.0,0.0,0.0,0.0
2.858153697E9,-2.743755,-0.20111294,9.44752,3.0,1.0,0.0,0.0,0.0,0.0
2.960296561E9,-2.767697,-0.272939,9.385271,3.0,1.0,0.0,0.0,0.0,0.0
3.018267343E9,-0.08099365,0.13726807,0.31433105,3.0,15.0,0.0,0.0,0.0,0.0
3.074724374E9,-2.8395233,-0.641646,9.428367,3.0,1.0,0.0,0.0,0.0,0.0
3.179646509E9,-2.7964275,-0.521936,9.174581,3.0,1.0,0.0,0.0,0.0,0.0
3.300848592E9,-2.9400797,-1.1731589,9.097966,3.0,1.0,0.0,0.0,0.0,0.0
3.400847134E9,-2.8778305,-1.8148049,9.179369,3.0,1.0,0.0,0.0,0.0,0.0
3.518937707E9,-3.0789435,-2.408567,9.323022,3.0,1.0,0.0,0.0,0.0,0.0
3.641220519E9,-2.9017725,-2.3511062,9.289502,3.0,1.0,0.0,0.0,0.0,0.0
3.756579009E9,-3.3997664,-2.1452048,9.165004,3.0,1.0,0.0,0.0,0.0,0.0
3.858192967E9,-3.8259344,-2.360683,8.604761,3.0,1.0,0.0,0.0,0.0,0.0
3.961565884E9,-4.2425256,-2.705448,8.700529,3.0,1.0,0.0,0.0,0.0,0.0
4.076941509E9,-4.1659107,-2.8682537,8.748413,3.0,1.0,0.0,0.0,0.0,0.0
4.178371353E9,-4.525041,-2.9400797,8.5473,3.0,1.0,0.0,0.0,0.0,0.0
4.279658748E9,-4.31914,-2.4372973,8.00621,3.0,1.0,0.0,0.0,0.0,0.0
4.3815563E9,-3.9983168,-2.791639,7.809886,3.0,1.0,0.0,0.0,0.0,0.0
4.48403255E9,-4.5394063,-3.3135753,8.307879,3.0,1.0,0.0,0.0,0.0,0.0
4.597855727E9,-4.501099,-3.2321723,7.833828,3.0,1.0,0.0,0.0,0.0,0.0
4.699691665E9,-5.023035,-3.572149,7.4507556,3.0,1.0,0.0,0.0,0.0,0.0
4.799629686E9,-4.237737,-5.2289367,5.813122,3.0,1.0,0.0,0.0,0.0,0.0
4.90212354E9,-4.8219223,-6.8091097,4.5920787,3.0,1.0,0.0,0.0,0.0,0.0
5.000914581E9,-6.143522,-8.09719,3.4476504,3.0,1.0,0.0,0.0,0.0,0.0
5.122159113E9,-6.3446345,-7.3549876,1.4508862,3.0,1.0,0.0,0.0,0.0,0.0
5.22243604E9,-5.401319,-6.483498,4.1036615,3.0,1.0,0.0,0.0,0.0,0.0
5.32248281E9,-3.9695864,-9.064447,1.541866,3.0,1.0,0.0,0.0,0.0,0.0
5.357287654E9,-0.06265869,0.22408448,-0.0998291,3.0,4.0,0.0,0.0,0.0,0.0
5.439304477E9,-3.6487634,-8.839393,1.460463,3.0,1.0,0.0,0.0,0.0,0.0
5.542776196E9,-3.6870706,-8.494628,2.0973208,3.0,1.0,0.0,0.0,0.0,0.0
5.65801656E9,-4.0318356,-8.973468,0.37828386,3.0,1.0,0.0,0.0,0.0,0.0
5.777209321E9,-3.53863,-9.552865,-1.4508862,3.0,1.0,0.0,0.0,0.0,0.0
5.883434373E9,-2.7868507,-8.671799,-0.49799395,3.0,1.0,0.0,0.0,0.0,0.0
6.004052602E9,-2.992752,-9.758766,0.8523358,3.0,1.0,0.0,0.0,0.0,0.0
6.037269373E9,-0.7057495,-0.018005371,0.35430908,3.0,15.0,0.0,0.0,0.0,0.0
6.118068435E9,-1.661576,-9.782708,1.982399,3.0,1.0,0.0,0.0,0.0,0.0
6.221547029E9,-1.8148049,-8.944737,0.7517793,3.0,1.0,0.0,0.0,0.0,0.0
6.321238175E9,-3.265691,-7.441179,0.1436521,3.0,1.0,0.0,0.0,0.0,0.0
6.441209529E9,-5.363012,-8.025364,-0.8571242,3.0,1.0,0.0,0.0,0.0,0.0
6.564037602E9,-5.080496,-8.738836,0.15322891,3.0,1.0,0.0,0.0,0.0,0.0
6.684346247E9,-6.220136,-10.160992,1.7046716,3.0,1.0,0.0,0.0,0.0,0.0
6.80417682E9,-5.841852,-6.0238113,2.1930888,3.0,1.0,0.0,0.0,0.0,0.0
6.923191299E9,-2.72939,-7.5704656,4.486734,3.0,1.0,0.0,0.0,0.0,0.0
7.025891872E9,-3.6727054,-9.074024,2.4037786,3.0,1.0,0.0,0.0,0.0,0.0
7.140484945E9,-3.241749,-9.404425,2.657564,3.0,1.0,0.0,0.0,0.0,0.0
7.241246039E9,-3.3375173,-8.480263,3.2082303,3.0,1.0,0.0,0.0,0.0,0.0
7.365062185E9,-3.2704794,-8.987833,3.323152,3.0,1.0,0.0,0.0,0.0,0.0
7.481570935E9,-4.1132383,-7.9966335,2.96881,3.0,1.0,0.0,0.0,0.0,0.0
7.600499633E9,-2.7724855,-9.222465,3.4955344,3.0,1.0,0.0,0.0,0.0,0.0
7.70286406E9,-3.9456444,-8.149862,3.5769374,3.0,1.0,0.0,0.0,0.0,0.0
7.824699372E9,-3.4715924,-9.083601,2.8491,3.0,1.0,0.0,0.0,0.0,0.0
7.926335362E9,-3.8594532,-8.700529,2.944868,3.0,1.0,0.0,0.0,0.0,0.0
8.042538278E9,-3.145981,-9.126697,2.8778305,3.0,1.0,0.0,0.0,0.0,0.0
8.144813018E9,-3.6248214,-8.226477,4.31914,3.0,1.0,0.0,0.0,0.0,0.0
8.246712653E9,-3.9504328,-8.226477,4.620809,3.0,1.0,0.0,0.0,0.0,0.0
8.344811038E9,-3.8307228,-7.8769236,3.490746,3.0,1.0,0.0,0.0,0.0,0.0
8.361988382E9,-0.13168946,-0.033984374,0.09133301,3.0,4.0,0.0,0.0,0.0,0.0
8.446916403E9,-3.3614593,-8.374918,4.4005427,3.0,1.0,0.0,0.0,0.0,0.0
8.567176924E9,-3.5098996,-8.494628,3.4045548,3.0,1.0,0.0,0.0,0.0,0.0
8.688780726E9,-2.3558946,-11.587936,3.371036,3.0,1.0,0.0,0.0,0.0,0.0
8.78616609E9,-4.4101195,-6.2488666,3.1316159,3.0,1.0,0.0,0.0,0.0,0.0
8.90468333E9,-3.5098996,-10.28549,3.4045548,3.0,1.0,0.0,0.0,0.0,0.0
9.007516715E9,-3.442862,-8.331821,3.1364043,3.0,1.0,0.0,0.0,0.0,0.0
9.041038903E9,-0.54901123,0.06085205,0.23522949,3.0,15.0,0.0,0.0,0.0,0.0
9.121788747E9,-4.232949,-8.475474,3.8881836,3.0,1.0,0.0,0.0,0.0,0.0
9.222299319E9,-2.906561,-7.345411,3.86903,3.0,1.0,0.0,0.0,0.0,0.0
9.322200309E9,-3.7780502,-7.905654,4.0797195,3.0,1.0,0.0,0.0,0.0,0.0
9.424464059E9,-3.5194764,-8.212111,4.711789,3.0,1.0,0.0,0.0,0.0,0.0
9.524082913E9,-3.9983168,-8.508993,4.280833,3.0,1.0,0.0,0.0,0.0,0.0
9.628169892E9,-3.0597897,-7.752425,3.596091,3.0,1.0,0.0,0.0,0.0,0.0
9.730818017E9,-2.9496565,-8.475474,4.6495395,3.0,1.0,0.0,0.0,0.0,0.0
9.845025621E9,-4.012682,-7.9104424,5.6407394,3.0,1.0,0.0,0.0,0.0,0.0
9.969895934E9,-3.2992098,-8.001422,3.7445314,3.0,1.0,0.0,0.0,0.0,0.0
1.0084353225E10,-3.8833952,-10.170568,3.53863,3.0,1.0,0.0,0.0,0.0,0.0
1.0187777704E10,-4.721366,-8.269572,4.606444,3.0,1.0,0.0,0.0,0.0,0.0
1.0304932288E10,-1.340753,-0.46447513,6.397307,3.0,1.0,0.0,0.0,0.0,0.0
1.0403851871E10,-3.7253778,-2.0638018,8.8777,3.0,1.0,0.0,0.0,0.0,0.0
1.0508180881E10,-3.9121256,-2.0494366,10.127473,3.0,1.0,0.0,0.0,0.0,0.0
1.0625539788E10,-4.0462008,-1.6041151,8.7053175,3.0,1.0,0.0,0.0,0.0,0.0
1.0726473277E10,-4.841076,-1.6807296,8.959103,3.0,1.0,0.0,0.0,0.0,0.0
1.0848366663E10,-5.583278,-2.5953147,8.714894,3.0,1.0,0.0,0.0,0.0,0.0
1.0963178017E10,-5.0421886,-1.8914193,7.843405,3.0,1.0,0.0,0.0,0.0,0.0
1.1063875881E10,-5.3342814,-3.8833952,7.489063,3.0,1.0,0.0,0.0,0.0,0.0
1.1168215308E10,-5.66947,-4.572925,6.26802,3.0,1.0,0.0,0.0,0.0,0.0
1.1268025152E10,-5.7843914,-5.2049947,6.244078,3.0,1.0,0.0,0.0,0.0,0.0
1.1368528173E10,-5.5976434,-4.855441,6.751649,3.0,1.0,0.0,0.0,0.0,0.0
1.1368528173E10,-0.18054199,0.6467652,0.56605226,3.0,4.0,0.0,0.0,0.0,0.0
1.1469944475E10,-5.5976434,-4.036624,6.7851677,3.0,1.0,0.0,0.0,0.0,0.0
1.1589251454E10,-5.0038815,-3.4093432,6.196194,3.0,1.0,0.0,0.0,0.0,0.0
1.1688917079E10,-5.746084,-3.9791632,6.50744,3.0,1.0,0.0,0.0,0.0,0.0
1.17895851E10,-6.3589997,-3.8546648,6.531382,3.0,1.0,0.0,0.0,0.0,0.0
1.1890218068E10,-6.7803793,-3.8163576,5.971139,3.0,1.0,0.0,0.0,0.0,0.0
1.200556135E10,-6.9719152,-3.8019924,5.851429,3.0,1.0,0.0,0.0,0.0,0.0
1.2048441402E10,-0.3236084,0.20983887,0.36309814,3.0,15.0,0.0,0.0,0.0,0.0
1.2129245256E10,-6.421249,-3.6008794,5.4539914,3.0,1.0,0.0,0.0,0.0,0.0
